address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
308 W CHATHAM ST,NA,CARY,NC,27511,(919) 267-6846,2020-06-11,Restaurant,22204,-78.78657351,35.78724293,M,"{""coordinates"": [-78.78657616768139, 35.787250006122335], ""type"": ""Point""}","35.787250006122335, -78.78657616768139",04092018382,ANNELORE'S GERMAN BAKERY,very positive,100,0.31615683
4901 CAPITAL BLVD,"HOME DEPOT  THU,FRI, SAT  11-3PM",RALEIGH,NC,27616-4414,(919) 559-1880,2020-06-19,Mobile Food Units,22216,-78.58307924,35.85290498,M,"{""coordinates"": [-78.5830818357003, 35.852912078133215], ""type"": ""Point""}","35.852912078133215, -78.5830818357003",04092030483,THE PYRAMIDS (WCID #598),very positive,98,0.34023625
744 E CHATHAM ST,A &AMP; B,CARY,NC,27511,(919) 347-0086,2020-06-24,Restaurant,22225,-78.7669176,35.79077934,M,"{""coordinates"": [-78.766920251914, 35.7907864192227], ""type"": ""Point""}","35.7907864192227, -78.766920251914",04092018388,TAQUERIA Y RESTAURANTE EL PRIMO,very positive,98,0.47166875
4121 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 377-1029,2020-06-25,Restaurant,22228,-78.85811524,35.8356255,M,"{""coordinates"": [-78.85811792183976, 35.83563258099752], ""type"": ""Point""}","35.83563258099752, -78.85811792183976",04092018390,CHUTNEYS,positive,94,0.28858337
1155  TIMBER DR E,NA,GARNER,NC,27529,(919) 605-5591,2020-07-01,Restaurant,22237,-78.57703692,35.68906111,M,"{""coordinates"": [-78.5770395086385, 35.68906816793871], ""type"": ""Point""}","35.68906816793871, -78.5770395086385",04092018395,DEMARIO'S,positive,96,0.295795
3301 VILLAGE MARKET  PL,NA,MORRISVILLE,NC,27560,(919) 380-8424,2020-07-08,Restaurant,22249,-78.81918416,35.80768075,M,"{""coordinates"": [-78.81918682999896, 35.80768783215696], ""type"": ""Point""}","35.80768783215696, -78.81918682999896",04092018399,WHICH WICH OF PARK WEST,neutral,92.5,0.22557388
3301 HAMMOND RD,NA,RALEIGH,NC,27603,(919) 225-7385,2020-08-10,Restaurant,22285,-78.63888739,35.73379135,M,"{""coordinates"": [-78.63888999686303, 35.73379841938097], ""type"": ""Point""}","35.73379841938097, -78.63888999686303",04092018415,WAKE COUNTY DETENTION CENTER - SUMMIT FOOD SERVICE,very positive,95,0.39167783
1000 MILLS CHASE LOOP,NA,APEX,NC,27523,(919) 809-5310,2020-08-12,Restaurant,22286,-78.82985842,35.75053068,M,"{""coordinates"": [-78.82986108055171, 35.75053774870032], ""type"": ""Point""}","35.75053774870032, -78.82986108055171",04092018416,THE RESERVE AT MILLS FARM,positive,97,0.35757652
6320 CAPITAL BLVD,NA,RALEIGH,NC,27616,(984) 200-7304,2020-08-19,Restaurant,22295,-78.57847149,35.87073431,M,"{""coordinates"": [-78.578474086541, 35.87074141347245], ""type"": ""Point""}","35.87074141347245, -78.578474086541",04092018420,YOUR PIE,very positive,96,0.43010736
10760 WAKEFIELD COMMONS DR,NA,RALEIGH,NC,27614,(919) 570-3222,2020-08-19,Restaurant,22296,-78.54088691,35.94279822,M,"{""coordinates"": [-78.54088950020271, 35.9428053352369], ""type"": ""Point""}","35.9428053352369, -78.54088950020271",04092018422,MOE'S SOUTHWEST GRILL #283,positive,98.5,0.28879437
4509 CREEDMOOR RD,NA,RALEIGH,NC,27612,(919) 827-4158,2020-09-01,Restaurant,22327,-78.68316687,35.8427619,M,"{""coordinates"": [-78.68316949394774, 35.842768994119965], ""type"": ""Point""}","35.842768994119965, -78.68316949394774",04092018428,PERRY'S STEAKHOUSE,very positive,95.5,0.29098704
417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020-09-02,Food Stand,22331,-78.64489989,35.787898,M,"{""coordinates"": [-78.64490250058262, 35.78790507782399], ""type"": ""Point""}","35.78790507782399, -78.64490250058262",04092025321,PUBLIX #1652 PRODUCE,very positive,100,0.26124737
2031 CAMERON ST,NA,RALEIGH,NC,27605,(919) -,2020-09-08,Restaurant,22341,-78.6602578,35.78996917,M,"{""coordinates"": [-78.66026041271535, 35.789976251337144], ""type"": ""Point""}","35.789976251337144, -78.66026041271535",04092018437,NOODLES & COMPANY #871,very positive,97.5,0.3289096
111 E CHATHAM ST,NA,CARY,NC,27511,(919) 678-5300,2020-09-15,Restaurant,22351,-78.78052085,35.78769243,M,"{""coordinates"": [-78.78052350017568, 35.78769950243276], ""type"": ""Point""}","35.78769950243276, -78.78052350017568",04092018443,DI FARA,very negative,98.5,0.42246854
1501 N SALEM ST,NA,APEX,NC,27502,(919) 655-2101,2020-09-23,Restaurant,22364,-78.85363641,35.74825394,M,"{""coordinates"": [-78.85363908114972, 35.74826099962465], ""type"": ""Point""}","35.74826099962465, -78.85363908114972",04092018450,MUSTANG CHARLIE'S,very positive,99.5,0.41919506
8115 BRIER CREEK PKWY,NA,RALEIGH,NC,27617,(919) 406-0183,2020-10-07,Restaurant,22434,-78.78356301,35.90993065,M,"{""coordinates"": [-78.78356566812143, 35.90993775437247], ""type"": ""Point""}","35.90993775437247, -78.78356566812143",04092018461,OLIVE GARDEN,positive,95.5,0.34140545
1015 DAVIS DR,NA,APEX,NC,27523,(919) 757-1055,2020-10-06,Food Stand,22435,-78.848894,35.75386935,M,"{""coordinates"": [-78.8488966670158, 35.75387641320144], ""type"": ""Point""}","35.75387641320144, -78.8488966670158",04092025324,RED RADISH,very positive,97,0.3458685
2740 NC HWY 55,STE 100,CARY,NC,27519,(919) 303-4334,2020-10-06,Restaurant,22407,-78.87101487,35.78561634,M,"{""coordinates"": [-78.87101755329608, 35.785623416234785], ""type"": ""Point""}","35.785623416234785, -78.87101755329608",04092018458,DUNKIN BASKIN ROBBINS HWY 55 CARY,neutral,99,0.25333658
200 N MAIN ST,NA,HOLLY SPRINGS,NC,27540,(984) 225-4213,2020-10-16,Restaurant,22439,-78.83347091,35.65330488,M,"{""coordinates"": [-78.8334735749698, 35.653311922180016], ""type"": ""Point""}","35.653311922180016, -78.8334735749698",04092018464,PIMIENTO TEA ROOM,positive,97.5,0.3103599
1763 W WILLIAMS ST,NA,APEX,NC,27523,(919) 303-6686,2020-10-12,Restaurant,22430,-78.87770732,35.75964659,M,"{""coordinates"": [-78.8777100003445, 35.75965365877766], ""type"": ""Point""}","35.75965365877766, -78.8777100003445",04092018460,MEZZA LUNA PIZZERIA,neutral,99.5,0.28199276
411 W MORGAN ST,NA,RALEIGH,NC,27603,(919) 868-2434,2020-09-21,Food Stand,22453,-78.6456934,35.77945659,M,"{""coordinates"": [-78.64569600913487, 35.77946366470373], ""type"": ""Point""}","35.77946366470373, -78.64569600913487",04092025323,OPA! RALEIGH @MSFH,neutral,93,0.25783578
10125 DIVISION DR,NA,RALEIGH,NC,27603-5664,(919) 658-8784,2020-10-26,Mobile Food Units,22471,-78.71143305,35.63398146,M,"{""coordinates"": [-78.71143567041058, 35.633988503261406], ""type"": ""Point""}","35.633988503261406, -78.71143567041058",04092030500,KRAB KINGZ (WCID #793),positive,99,0.22688338
4003 WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 876-2266,2020-10-29,Restaurant,22475,-78.61511107,35.83620957,M,"{""coordinates"": [-78.61511367293943, 35.836216658729406], ""type"": ""Point""}","35.836216658729406, -78.61511367293943",04092018473,SUBWAY 3152,very positive,94.5,0.2857806
914 KILDAIRE FARM RD,NA,CARY,NC,27511-3923,(919) 651-9608,2020-11-02,Restaurant,22484,-78.78206468,35.773346600000004,M,"{""coordinates"": [-78.78206733501904, 35.77335367047442], ""type"": ""Point""}","35.77335367047442, -78.78206733501904",04092018476,ISTANBUL RESTAURANT & CAFE,very positive,98.5,0.419401
6132 KNIGHTDALE BLVD,NA,KNIGHTDALE,NC,27545-9667,(919) 538-2570,2020-11-03,Mobile Food Units,22489,-78.51988875,35.79481142,M,"{""coordinates"": [-78.5198913260476, 35.7948185029225], ""type"": ""Point""}","35.7948185029225, -78.5198913260476",04092030503,LEVY'S JERKSTAND (WCID #791),positive,100,0.27113014
302 COLONADES WAY,NA,CARY,NC,27518,(919) 932-8882,2020-11-17,Restaurant,22520,-78.77756452,35.73853427,M,"{""coordinates"": [-78.77756716738376, 35.73854133532604], ""type"": ""Point""}","35.73854133532604, -78.77756716738376",04092018488,CAPRIOTTI'S,very positive,98,0.34386867
1200 WAKE TOWNE DR,NA,RALEIGH,NC,27609,(984) 960-5600,2020-10-29,Restaurant,22557,-78.62082881,35.82131683,M,"{""coordinates"": [-78.62083141306816, 35.82132392231978], ""type"": ""Point""}","35.82132392231978, -78.62083141306816",04092018500,WEGMANS #108 PIZZA & SUBS,very positive,97,0.37276936
10125 DIVISION DR,NA,RALEIGH,NC,27603-5664,(919) 753-5725,2020-12-15,Mobile Food Units,22565,-78.71143305,35.63398146,M,"{""coordinates"": [-78.71143567041058, 35.633988503261406], ""type"": ""Point""}","35.633988503261406, -78.71143567041058",04092030509,LET'S EAT (WCID #796),very positive,98,0.42012364
7496 CREEDMOOR RD,NA,RALEIGH,NC,27613,(919) 917-7988,2020-12-21,Restaurant,22580,-78.67810638,35.88786089,M,"{""coordinates"": [-78.67810900619033, 35.887867994637325], ""type"": ""Point""}","35.887867994637325, -78.67810900619033",04092018510,THAIPHOON BISTRO,neutral,96,0.2592154
4506 CAPITAL BLVD,NA,RALEIGH,NC,27604,(919) 900-8558,2020-12-21,Restaurant,22581,-78.57896431,35.84571465,M,"{""coordinates"": [-78.57896690735373, 35.845721748873665], ""type"": ""Point""}","35.845721748873665, -78.57896690735373",04092018508,WINGZ MINI CITY,very positive,93,0.38173813
7870 ALEXANDER PROMENADE PL,STE 110,RALEIGH,NC,27617,(919) 797-2322,2020-12-30,Restaurant,22588,-78.77695584,35.91424048,M,"{""coordinates"": [-78.77695849445486, 35.91424758054819], ""type"": ""Point""}","35.91424758054819, -78.77695849445486",04092018512,POKE BROS,neutral,98.5,0.24782738
1280 W WILLIAMS ST,NA,APEX,NC,27502,(919) 380-6653,2021-01-10,Restaurant,22599,-78.87327823,35.74703843,M,"{""coordinates"": [-78.87328091063249, 35.747045497175044], ""type"": ""Point""}","35.747045497175044, -78.87328091063249",04092018517,FIRST WATCH 619 APEX,very positive,94,0.4690674
2110 BLUE RIDGE RD,NA,RALEIGH,NC,27607-6433,(919) 696-0236,2021-02-10,Restaurant,22643,-78.72639361,35.81624816,M,"{""coordinates"": [-78.72639624305329, 35.81625524573299], ""type"": ""Point""}","35.81625524573299, -78.72639624305329",04092018529,NC MUSEUM OF ART EXHIBIT CAFE,positive,97,0.33283067
2624 WESTINGHOUSE BLVD,NA,RALEIGH,NC,27604,(919) 833-5954,2021-02-16,Restaurant,22659,-78.59823624,35.81659024,M,"{""coordinates"": [-78.59823884140427, 35.81659732909696], ""type"": ""Point""}","35.81659732909696, -78.59823884140427",04092018534,WAFFLE HOUSE #725,positive,96,0.28496924
6274 GLENWOOD AVE,100,RALEIGH,NC,27612,(919) 977-4069,2021-02-17,Restaurant,22662,-78.70313537,35.85876533,M,"{""coordinates"": [-78.7031380053513, 35.858772418815526], ""type"": ""Point""}","35.858772418815526, -78.7031380053513",04092018537,AREPA CULTURE,very positive,97.5,0.3005575
2114 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 562-0330,2021-02-18,Restaurant,22664,-78.53503308,35.95207713,M,"{""coordinates"": [-78.53503567060584, 35.95208425139612], ""type"": ""Point""}","35.95208425139612, -78.53503567060584",04092018538,DOMINO'S 9020,very positive,98,0.54399157
8347 CREEDMOOR  RD,NA,RALEIGH,NC,27613,(919) 341-3715,2021-02-22,Restaurant,22667,-78.68223246,35.90105464,M,"{""coordinates"": [-78.68223508727118, 35.901061742258456], ""type"": ""Point""}","35.901061742258456, -78.68223508727118",04092018541,CHAI'S ASIAN BISTRO,very positive,92,0.32219794
4101 GRACE PARK DR,NA,MORRISVILLE,NC,27560,(919) 308-8608,2021-03-04,Restaurant,22684,-78.84652233,35.821117,M,"{""coordinates"": [-78.84652500044426, 35.82112407792286], ""type"": ""Point""}","35.82112407792286, -78.84652500044426",04092018548,THAI'S NOODLE,very positive,96,0.29100063
111 SEABOARD AVE,SUITE 118,RALEIGH,NC,27604,(919) 439-5737,2021-03-15,Restaurant,22704,-78.64016631,35.78861051,M,"{""coordinates"": [-78.64016891900802, 35.78861758689001], ""type"": ""Point""}","35.78861758689001, -78.64016891900802",04092018558,MON MACARON,very positive,95.5,0.41438112
7500 RAMBLE  WAY,STE 111,RALEIGH,NC,27616,(984) 200-2603,2021-03-16,Restaurant,22707,-78.53751091,35.87630472,M,"{""coordinates"": [-78.53751349449375, 35.87631182648626], ""type"": ""Point""}","35.87631182648626, -78.53751349449375",04092018560,NY BAGEL CAFE & DELI,very positive,99.5,0.5284027
6109 MADDRY OAKS CT.,NA,RALEIGH,NC,27616,(732) 512-8169,2021-03-17,Mobile Food Units,22715,-78.59023932,35.86565857,M,"{""coordinates"": [-78.59024192238098, 35.86566566439101], ""type"": ""Point""}","35.86566566439101, -78.59024192238098",04092030529,GATSBY'S KITCHEN (WCID #720),positive,96.5,0.33352968
4510 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 661-0667,2021-03-24,Restaurant,22731,-78.65542472,35.71891519,M,"{""coordinates"": [-78.65542732915294, 35.71892225774839], ""type"": ""Point""}","35.71892225774839, -78.65542732915294",04092018566,WENDY'S #10533,very positive,93,0.34212437
4750 CAPITAL BLVD,NA,RALEIGH,NC,27616,(919) 976-9228,2021-03-23,Restaurant,22732,-78.57990149,35.85030449,M,"{""coordinates"": [-78.57990408024443, 35.85031158103714], ""type"": ""Point""}","35.85031158103714, -78.57990408024443",04092018570,WENDY'S #1341,very positive,98.5,0.30298603
1213 NW MAYNARD RD,NA,CARY,NC,27513-8720,(919) 468-0919,2021-03-23,Restaurant,22734,-78.81068059,35.78456035,M,"{""coordinates"": [-78.81068325485259, 35.78456741966534], ""type"": ""Point""}","35.78456741966534, -78.81068325485259",04092018572,WENDY'S,very positive,96,0.34429654
2091 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 569-2133,2021-03-23,Restaurant,22736,-78.53253117,35.94844913,M,"{""coordinates"": [-78.53253375380645, 35.948456245331734], ""type"": ""Point""}","35.948456245331734, -78.53253375380645",04092018574,WENDY'S #11590,very positive,98.5,0.33155632
3701 NEW BERN AVE,NA,RALEIGH,NC,27610,(919) 250-6034,2021-03-24,Restaurant,22748,-78.57735524,35.79810492,M,"{""coordinates"": [-78.57735783499967, 35.79811199973368], ""type"": ""Point""}","35.79811199973368, -78.57735783499967",04092018589,WENDY'S #11554,very positive,94.5,0.3073976
11051 LIGON MILL RD,NA,WAKE FOREST,NC,27587,(919) 575-3800,2021-03-23,Restaurant,22747,-78.53369932,35.96402779,M,"{""coordinates"": [-78.53370191071492, 35.9640349104793], ""type"": ""Point""}","35.9640349104793, -78.53370191071492",04092018586,WEGMANS #145 COFFEE SUBS PIZZA,very positive,99,0.31113052
7200 SIX FORKS RD,NA,RALEIGH,NC,27615,(919) 676-8933,2021-03-24,Restaurant,22750,-78.64500313,35.87800648,M,"{""coordinates"": [-78.64500574828593, 35.87801358034295], ""type"": ""Point""}","35.87801358034295, -78.64500574828593",04092018590,WENDY'S,very positive,98,0.34429654
6611 GLENWOOD AVE,NA,RALEIGH,NC,27612,(919) 728-1065,2021-03-24,Restaurant,22754,-78.7086882,35.85970982,M,"{""coordinates"": [-78.70869083781564, 35.859716916387114], ""type"": ""Point""}","35.859716916387114, -78.70869083781564",04092018592,WENDY'S,very positive,96.5,0.34429654
11051 LIGON MILL RD,NA,WAKE FOREST,NC,27587,(919) 575-3800,2021-03-24,Restaurant,22756,-78.53369932,35.96402779,M,"{""coordinates"": [-78.53370191071492, 35.9640349104793], ""type"": ""Point""}","35.9640349104793, -78.53370191071492",04092018587,WEGMANS #145 MAIN KITCHEN,positive,98.5,0.30494627
9800 HOLLY SPRINGS RD,NA,HOLLY SPRINGS,NC,27540,(919) 387-4818,2021-04-12,Restaurant,22783,-78.79913701,35.66712753,M,"{""coordinates"": [-78.7991396643071, 35.66713458113531], ""type"": ""Point""}","35.66713458113531, -78.7991396643071",04092018603,SUBWAY #30443,very positive,98,0.27251023
722 N JUDD PKWY NE,NA,FUQUAY-VARINA,NC,27526-7394,(919) 552-6322,2021-04-16,Restaurant,22788,-78.77866077,35.59344505,M,"{""coordinates"": [-78.77866340716955, 35.593452083496715], ""type"": ""Point""}","35.593452083496715, -78.77866340716955",04092018605,JOHNNY'S PIZZA,very positive,95.5,0.3956238
225  TIMBER DR,NA,GARNER,NC,27529,(434) 941-8762,2021-04-12,Restaurant,22828,-78.60613274,35.68500311,M,"{""coordinates"": [-78.60613533566801, 35.685010173839295], ""type"": ""Point""}","35.685010173839295, -78.60613533566801",04092018614,THE MUSE COFFEE CO.,very positive,96,0.40167376
1121 FALLS RIVER AVE,NA,RALEIGH,NC,27614-6731,(919) 847-1640,2000-07-01,Meat Market,5796,-78.58941115,35.90603231,M,"{""coordinates"": [-78.5894137546288, 35.90603941306413], ""type"": ""Point""}","35.90603941306413, -78.5894137546288",04092300184,FOOD LION #1358 MEAT MARKET,very positive,99,0.30417174
2420 WYCLIFF RD,NA,RALEIGH,NC,27607-2903,(919) 571-3638,2000-07-01,Meat Market,5844,-78.69299571,35.81676957,M,"{""coordinates"": [-78.69299833280911, 35.81677665926294], ""type"": ""Point""}","35.81677665926294, -78.69299833280911",04092300147,FOOD LION #1484 MEAT MARKET,very positive,98.5,0.27117226
1100-122 RALEIGH BLV,NA,RALEIGH,NC,27610-1076,(919) 829-7077,2000-07-01,Meat Market,5851,-78.61144573,35.79422483,M,"{""coordinates"": [-78.6114483266272, 35.794231909941225], ""type"": ""Point""}","35.794231909941225, -78.6114483266272",04092300154,FOOD LION #757 MEAT MARKET,very positive,98,0.31566784
1601 CROSS LINK RD,NA,RALEIGH,NC,27610-4186,(919) 807-1395,2000-03-15,Meat Market,5854,-78.6148089,35.7548246,M,"{""coordinates"": [-78.61481150245729, 35.754831670803355], ""type"": ""Point""}","35.754831670803355, -78.61481150245729",04092300157,FOOD LION #1669 MEAT MARKET,very positive,99.5,0.2940747
2837 WENDELL BLV,NA,WENDELL,NC,27591-6904,(919) 365-3002,2000-07-01,Meat Market,5857,-78.38037272,35.79568491,M,"{""coordinates"": [-78.38037525436589, 35.795692005796724], ""type"": ""Point""}","35.795692005796724, -78.38037525436589",04092300160,FOOD LION #815 MEAT MARKET,very positive,98,0.36039528
3415 AVENT FERRY RD,NA,RALEIGH,NC,27606,(919) 858-9772,2000-07-01,Meat Market,5861,-78.69720796,35.76626192,M,"{""coordinates"": [-78.6972105840078, 35.76626899384288], ""type"": ""Point""}","35.76626899384288, -78.6972105840078",04092300164,FOOD LION #1454 MEAT MARKET,very positive,100,0.28237697
109 RIDGE ST,NA,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991-10-16,Public School Lunchrooms,5994,-78.4779131,35.78387508,M,"{""coordinates"": [-78.47791566240792, 35.783882161820756], ""type"": ""Point""}","35.783882161820756, -78.47791566240792",04092110062,KNIGHTDALE ELEM. SCH. CAFETERIA,very positive,99.5,0.2828829
600 ORTEGA RD,NA,RALEIGH,NC,27609-5957,(919) 881-4894 ext. 23195,1991-09-17,Public School Lunchrooms,6038,-78.62924856,35.83993649,M,"{""coordinates"": [-78.62925116463374, 35.839943580705075], ""type"": ""Point""}","35.839943580705075, -78.62925116463374",04092110036,DOUGLAS ELEM SCH CAFETERIA,positive,98,0.29297987
1220 POND ST,NA,CARY,NC,27511-4418,(919) 460-3450,1991-09-17,Public School Lunchrooms,6088,-78.7882661,35.76866702,M,"{""coordinates"": [-78.78826875395835, 35.768674089550906], ""type"": ""Point""}","35.768674089550906, -78.78826875395835",04092110007,BRIARCLIFF ELEMENTARY CAFETERIA,positive,98.5,0.35609844
638 WALNUT ST,NA,CARY,NC,27511-4224,(919) 460-3549 ext. 21834,1991-09-17,Public School Lunchrooms,6090,-78.76625093,35.7715101,M,"{""coordinates"": [-78.76625358087912, 35.771517167664285], ""type"": ""Point""}","35.771517167664285, -78.76625358087912",04092110012,CARY SENIOR HIGH CAFETERIA,positive,100,0.36524835
1413 HAMPTON VALLEY RD,NA,CARY,NC,27511-4548,(919) 460-3476,1991-09-17,Public School Lunchrooms,6092,-78.77459893,35.75793869,M,"{""coordinates"": [-78.77460158336619, 35.757945754427375], ""type"": ""Point""}","35.757945754427375, -78.77460158336619",04092110005,FARMINGTON WOODS ELEM. CAFETERIA,very positive,100,0.33056226
9401 GLENWOOD AVE,NA,RALEIGH,NC,27628,(919) 781-2444,1991-05-03,Restaurant,6155,-78.76417626,35.89836431,M,"{""coordinates"": [-78.76417891323648, 35.898371413210654], ""type"": ""Point""}","35.898371413210654, -78.76417891323648",04092010018,ANGUS BARN,positive,96,0.30397192
107 EDINBURGH SOUTH DR,SUITE 120,CARY,NC,27511,(919) 461-1633,2001-01-02,Restaurant,6253,-78.79806693,35.73669743,M,"{""coordinates"": [-78.79806958624583, 35.73670449695699], ""type"": ""Point""}","35.73670449695699, -78.79806958624583",04092013252,MACGREGOR DRAFT HOUSE,positive,98,0.2994499
1845 AVERSBORO RD,NA,GARNER,NC,27529-4836,(919) 779-9907,2001-08-31,Food Stand,6370,-78.61583865,35.68506427,M,"{""coordinates"": [-78.61584124880285, 35.685071329305835], ""type"": ""Point""}","35.685071329305835, -78.61584124880285",04092021088,LOWES FOODS #185 PRODUCE,very positive,98,0.40891626
3113 CHARLES B ROOT WYND,NA,RALEIGH,NC,27612-5379,(919) 781-8226,2001-07-31,Restaurant,6355,-78.70965428,35.82648166,M,"{""coordinates"": [-78.70965691284698, 35.82648874821095], ""type"": ""Point""}","35.82648874821095, -78.70965691284698",04092013386,INDEPENDENCE VILLAGE OF OLDE RALEIGH,positive,94.5,0.30271032
